StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,s1kn_hadto_1,s1kn_rating_1,s1kn_rating_2,s1kn_rating_3,s1ig_hadto_1,s1ig_rating_1,s1ig_rating_2,s1ig_rating_3,s2kn_hadto_1,s2kn_rating_1,s2kn_rating_2,s2kn_rating_3,s2ig_hadto_1,s2ig_rating_1,s2ig_rating_2,s2ig_rating_3,s3kn_hadto_1,s3kn_rating_1,s3kn_rating_2,s3kn_rating_3,s3ig_hadto_1,s3ig_rating_1,s3ig_rating_2,s3ig_rating_3,s4kn_hadto_1,s4kn_rating_1,s4kn_rating_2,s4kn_rating_3,s4ig_hadto_1,s4ig_rating_1,s4ig_rating_2,s4ig_rating_3,s5kn_hadto_1,s5kn_rating_1,s5kn_rating_2,s5kn_rating_3,s5ig_hadto_1,s5ig_rating_1,s5ig_rating_2,s5ig_rating_3,s6kn_hadto_1,s6kn_rating_1,s6kn_rating_2,s6kn_rating_3,s6ig_hadto_1,s6ig_rating_1,s6ig_rating_2,s6ig_rating_3,s7kn_hadto_1,s7kn_rating_1,s7kn_rating_2,s7kn_rating_3,s7ig_hadto_1,s7ig_rating_1,s7ig_rating_2,s7ig_rating_3,s8kn_hadto_1,s8kn_rating_1,s8kn_rating_2,s8kn_rating_3,s8ig_hadto_1,s8ig_rating_1,s8ig_rating_2,s8ig_rating_3,s9kn_hadto_1,s9kn_rating_1,s9kn_rating_2,s9kn_rating_3,s9ig_hadto_1,s9ig_rating_1,s9ig_rating_2,s9ig_rating_3,s10kn_hadto_1,s10kn_rating_1,s10kn_rating_2,s10kn_rating_3,s10ig_hadto_1,s10ig_rating_1,s10ig_rating_2,s10ig_rating_3,s11kn_hadto_1,s11kn_rating_1,s11kn_rating_2,s11kn_rating_3,s11ig_hadto_1,s11ig_rating_1,s11ig_rating_2,s11ig_rating_3,s12kn_hadto_1,s12kn_rating_1,s12kn_rating_2,s12kn_rating_3,s12ig_hadto_1,s12ig_rating_1,s12ig_rating_2,s12ig_rating_3,s13kn_hadto_1,s13kn_rating_1,s13kn_rating_2,s13kn_rating_3,s13ig_hadto_1,s13ig_rating_1,s13ig_rating_2,s13ig_rating_3,s14kn_hadto_1,s14kn_rating_1,s14kn_rating_2,s14kn_rating_3,s14ig_hadto_1,s14ig_rating_1,s14ig_rating_2,s14ig_rating_3,s15kn_hadto_1,s15kn_rating_1,s15kn_rating_2,s15kn_rating_3,s15ig_hadto_1,s15ig_rating_1,s15ig_rating_2,s15ig_rating_3,s16kn_hadto_1,s16kn_rating_1,s16kn_rating_2,s16kn_rating_3,s16ig_hadto_1,s16ig_rating_1,s16ig_rating_2,s16ig_rating_3,age ,age _1_TEXT,gender ,ethnicity ,ethnicity _10_TEXT,feedback ,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A
12/20/24 22:24,12/20/24 22:31,IP Address,100,424,TRUE,12/20/24 22:31,,,,,anonymous,EN,0,7,0,0,,,,,0,7,100,11,,,,,0,49,100,18,,,,,,,,,,,,,,,,,,,,,20,41,73,24,,,,,0,0,51,0,,,,,,,,,65,66,51,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,100,41,,,,,,,,,,,,,,,,,,,,,,,,,0,51,19,19,,,,,,,steal a passing driver's car,wait at her car in case her friend is looking for her,give her ticket to Ted,,,call the police,turn invisible,check that the doors are locked,,,,,offer a free drink for everyone who buys a ticket,,,agree to babysit Ben's kids and be late to the dinner
12/20/24 22:23,12/20/24 22:31,IP Address,100,500,TRUE,12/20/24 22:31,,,,,anonymous,EN,,,,,,,,,,,,,30,81,17,49,100,100,100,100,,,,,0,19,0,4,,,,,92,100,100,100,,,,,,,,,,,,,,,,,9,91,10,81,,,,,91,100,85,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,3,51,,,,,,,,,,,,,,,,,,,,,83,76,68,49,,,,,,,,send an Uber driver to pick up her wallet and ID,bribe the security,serve engine fuel to the passengers,try to find enough dry wood to start a fire,,yell in gibberish until she leaves,ask to use the mall’s loudspeaker,,,,,sell his wedding ring to earn the remaining amount,,,ask her boyfriend to postpone the dinner to next week
12/20/24 22:27,12/20/24 22:32,IP Address,100,314,TRUE,12/20/24 22:32,,,,,anonymous,EN,,,,,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,2,50,81,90,88,,,,,3,3,3,3,,,,,,,,,,,,,,,,,2,2,3,1,,,,,100,100,100,100,,,,,,,,,19,51,62,53,,,,,,,,,,,,,92,97,97,99,,,,,,,,,,,,,,,,,,,demand that the airline delays the flight,,,,,stare intently and try to read his mind,refuse to drive her,pour water on the car to cool it,,get her arm stuck in solidarity,tell the man to leave,,buy half of the tickets himself,,check through surveillance footage,
12/20/24 22:25,12/20/24 22:35,IP Address,100,610,TRUE,12/20/24 22:35,,,,,anonymous,EN,51,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,49,49,49,,,,,,,,,,,,,,,,,,,,,50,49,48,49,62,60,49,58,,,,,,,,,50,49,49,49,40,40,39,38,,,,,,,,,,,,,,,,,70,70,70,69,,,,,59,62,62,62,,,,,,,,,,,,,,,try to convince a passing driver to trade cars,,,,,make cat noises at him until he leaves,,,make loud noises,leave Todd to save herself,kidnap Maria,call a locksmith,,hold on to the original flight route,identify faults or malfunctions,
12/20/24 22:27,12/20/24 22:35,IP Address,100,513,TRUE,12/20/24 22:35,,,,,anonymous,EN,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,93,26,,,,,,,,,,,,,,,,,,,,,8,7,100,50,,,,,,,,,,,,,0,83,52,52,,,,,0,30,0,31,,,,,,,,,100,100,100,100,0,40,68,22,,,,,,,,,,,,create a fake membership pass with an editing tool on her phone,,sell all the food to the highest bidder,,,,call emergency services,,,try to buy Maria candy at a store nearby,,ask people to donate the remaining money,call his mum,talk to witnesses,take the kids to the restaurant
12/20/24 22:28,12/20/24 22:36,IP Address,100,503,TRUE,12/20/24 22:36,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,50,82,82,,,,,,,,,,,,,0,42,0,7,34,66,100,66,,,,,,,,,0,2,0,0,,,,,,,,,29,82,100,92,,,,,44,50,100,58,,,,,,,,,,,,,,,,,5,20,28,19,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,try to buy a ticket off another person,,steal all of the food and water,keep an eye on him,steal whatever she has on her,,use a loud whistle,give Todd her water,,break a window and climb into the house,,,,tie the kids up in their room and join the dinner
12/20/24 22:29,12/20/24 22:36,IP Address,100,412,TRUE,12/20/24 22:36,,,,,anonymous,EN,40,70,51,52,,,,,74,100,94,100,,,,,,,,,50,38,52,32,,,,,63,100,95,95,,,,,85,88,91,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,7,2,4,,,,,,,,,8,10,25,13,,,,,,,,,,,,,,,,,,,,,,,,,,,call a taxi,call the gym,pretend that they are family members of the band to get into the venue,request supplies to be airdropped,huddle to conserve energy,,,,start to dance,,,call the family to tell them he can't dogsit anymore,,just start to descend and hope to land on water,,
12/20/24 22:31,12/20/24 22:37,IP Address,100,310,TRUE,12/20/24 22:37,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,53,2,,,,,100,100,100,100,0,0,0,1,,,,,,,,,,,,,,,,,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,0,72,3,54,,,,,51,53,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,give her ticket to Ted,ration their food,throw away all of the food,,steal whatever she has on her,,,,persuade Maria to wait for her father,,lie to people that the tickets are for a charity event for children in need,turn the plane around,identify the location in the building where the fire started,
12/20/24 22:35,12/20/24 22:37,IP Address,100,153,TRUE,12/20/24 22:37,,,,,anonymous,EN,80,39,64,41,,,,,,,,,,,,,71,71,43,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,67,57,96,50,29,51,47,,,,,,,,,,,,,,,,,81,65,35,76,,,,,,,,,,,,,60,32,57,73,,,,,71,68,43,100,,,,,64,61,32,65,,,,,,,,,,,,,,,demand that the airline delays the flight,,pretend that they are family members of the band to get into the venue,,,,,slash the tires,use a loud whistle,,grab Maria and hold her,,ask people to donate the remaining money,just start to descend and hope to land on water,check through surveillance footage,
12/20/24 22:30,12/20/24 22:37,IP Address,100,446,TRUE,12/20/24 22:37,,,,,anonymous,EN,,,,,40,92,100,92,81,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,20,1,,,,,,,,,,,,,0,0,0,0,,,,,30,19,50,30,,,,,,,,,0,8,9,1,,,,,,,,,,,,,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,71,71,72,,,,,,,reschedule for a later flight,text her friend to wait for her,,,,tackle him and hold him down,,light a fire under the car,pretend to be dead,saw Todd's arm off,,call the fire brigade,,,,ask her boyfriend to help her babysit
12/20/24 22:34,12/20/24 22:40,IP Address,100,348,TRUE,12/20/24 22:40,,,,,anonymous,EN,,,,,15,13,12,23,,,,,,,,,,,,,,,,,32,29,30,27,,,,,,,,,,,,,,,,,,,,,15,8,31,17,,,,,,,,,,,,,,,,,7,4,7,4,,,,,50,50,26,26,,,,,100,99,99,99,,,,,,,,,9,29,12,12,,,,,,,,,,,,,97,97,96,98,,,,,,,,,,,,,,,,,,,try to convince a passing driver to trade cars,,,organize a few fishing crews to go out on their own,,,turn invisible,,start to dance,leave Todd to save herself,persuade Maria to wait for her father,,offer a free drink for everyone who buys a ticket,,identify the location in the building where the fire started,
12/20/24 22:34,12/20/24 22:40,IP Address,100,327,TRUE,12/20/24 22:40,,,,,anonymous,EN,,,,,,,,,93,44,55,47,,,,,,,,,,,,,100,60,63,87,,,,,61,69,100,62,,,,,26,33,3,31,,,,,0,46,100,33,,,,,,,,,,,,,,,,,,,,,100,69,100,100,,,,,,,,,,,,,0,33,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,50,31,55,,,,,,,,,,,,send an Uber driver to pick up her wallet and ID,,request supplies to be airdropped,attempt to search for a water source,tackle him and hold him down,take her to his house but no further,,,give Todd her water,,call a locksmith,,,,agree to babysit Ben's kids and be late to the dinner
12/20/24 22:36,12/20/24 22:40,IP Address,100,245,TRUE,12/20/24 22:40,,,,,anonymous,EN,87,96,99,99,,,,,,,,,,,,,,,,,,,,,5,50,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,36,30,12,,,,,45,65,67,84,85,91,96,96,,,,,97,95,100,100,,,,,,,,,,,,,,,,,42,47,53,36,,,,,,,,,,,,,13,53,32,41,,,,,,,,,,,,,,,reschedule for a later flight,,,sell all the food to the highest bidder,,,,slash the tires,make loud noises,hike until she finds cell service,call others for help,,sell his wedding ring to earn the remaining amount,,identify faults or malfunctions,
12/20/24 22:37,12/20/24 22:40,IP Address,100,204,TRUE,12/20/24 22:40,,,,,anonymous,EN,,,,,,,,,,,,,3,91,95,96,0,36,99,54,,,,,,,,,,,,,,,,,82,100,100,100,,,,,76,9,86,8,0,43,60,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,74,31,,,,,,,,,,,,,,,,,24,92,97,98,,,,,,,,,,,,,0,88,97,77,,,,,,,,text her friend to wait for her,try to buy a ticket off another person,,try to find enough dry wood to start a fire,make cat noises at him until he leaves,refuse to drive her,,,,,call the fire brigade,,turn the plane around,,ask her boyfriend to postpone the dinner to next week
12/20/24 22:34,12/20/24 22:41,IP Address,100,413,TRUE,12/20/24 22:41,,,,,anonymous,EN,,,,,,,,,100,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,71,0,100,11,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,73,,,,,9,0,51,0,,,,,,,,,,,,,100,60,52,0,50,34,0,15,,,,,,,,,,,,,,,,,,,,,100,94,100,100,,,,,,,,,,,,create a fake membership pass with an editing tool on her phone,,,boost morale with a three-legged race,keep an eye on him,,,hide behind some bushes,get her arm stuck in solidarity,,slide some dog treats underneath the door,lie to people that the tickets are for a charity event for children in need,,,ask her boyfriend to help her babysit
12/20/24 22:38,12/20/24 22:42,IP Address,100,236,TRUE,12/20/24 22:42,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,91,91,,,,,,,,,,,,,,,,,,,,,0,81,88,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,96,100,99,17,49,69,49,,,,,,,,,0,0,0,0,19,81,86,90,,,,,50,51,80,88,,,,,,,,,0,0,0,0,,,,,,,,,,ration their food,,,take her to his house but no further,,,,persuade Maria to wait for her father,call the fire brigade,rob a bank,hold on to the original flight route,identify faults or malfunctions,tie the kids up in their room and join the dinner
12/20/24 22:32,12/20/24 22:42,IP Address,100,606,TRUE,12/20/24 22:42,,,,,anonymous,EN,,,,,,,,,,,,,2,32,32,18,100,86,52,52,,,,,,,,,,,,,,,,,100,90,97,59,5,22,7,16,,,,,,,,,,,,,94,93,91,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,100,95,,,,,,,,,,,,,0,6,5,0,,,,,,,,,,,,,,,,,9,20,8,24,,,,,,,,wait at her car in case her friend is looking for her,try to find the backstage entrance,,huddle to conserve energy,stare intently and try to read his mind,,check that the doors are locked,,,,call the family to tell them he can't dogsit anymore,,set the plane on autopilot and jump off with a parachute,,take the kids to the restaurant
12/20/24 22:36,12/20/24 22:43,IP Address,100,411,TRUE,12/20/24 22:43,,,,,anonymous,EN,,,,,7,23,16,16,,,,,,,,,,,,,,,,,,,,,13,40,24,4,32,6,13,8,,,,,,,,,,,,,29,50,25,25,,,,,,,,,69,63,76,50,,,,,,,,,,,,,,,,,,,,,8,60,22,58,,,,,,,,,,,,,,,,,82,84,83,92,,,,,8,32,14,26,,,,,,,,,,,,,,,,,,,steal a passing driver's car,,,serve engine fuel to the passengers,throw away all of the food,,yell in gibberish until she leaves,ask to use the mall’s loudspeaker,,,try to buy Maria candy at a store nearby,,,send an emergency call,just conclude that it's the restaurant owner's own fault,
12/20/24 22:40,12/20/24 22:43,IP Address,100,188,TRUE,12/20/24 22:43,,,,,anonymous,EN,100,66,100,100,,,,,,,,,,,,,,,,,100,81,32,25,,,,,,,,,,,,,,,,,,,,,19,14,100,49,,,,,18,18,62,17,15,27,100,100,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,100,100,100,100,,,,,,,,,,,,,,,reschedule for a later flight,,try to find the backstage entrance,,,wave to the parents,yell in gibberish until she leaves,pour water on the car to cool it,,saw Todd's arm off,,,,turn the plane around,identify the location in the building where the fire started,
12/20/24 22:36,12/20/24 22:43,IP Address,100,436,TRUE,12/20/24 22:43,,,,,anonymous,EN,,,,,19,19,40,40,,,,,,,,,0,9,9,9,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,29,18,17,18,,,,,,,,,40,50,71,71,100,100,100,100,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,29,29,51,35,,,,,,,,,,,,,,,,,,,,,,,take a public bus,,give her ticket to Ted,throw disobedient passengers off the boat,,,refuse to drive her,call emergency services,call the park rangers,,kidnap Maria,,,just start to descend and hope to land on water,,
12/20/24 22:38,12/20/24 22:43,IP Address,100,340,TRUE,12/20/24 22:43,,,,,anonymous,EN,,,,,0,22,0,0,0,5,0,2,,,,,,,,,8,63,82,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,50,90,93,,,,,83,42,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,61,76,34,,,,,,,,,,,,,8,18,78,42,,,,,81,87,85,85,,,,,,,,,,,,,,,steal a passing driver's car,steal the wallet of someone else,try to buy a ticket off another person,,,,call her a cab,pour water on the car to cool it,,,,break a window and climb into the house,,call his mum,talk to witnesses,
12/20/24 22:40,12/20/24 22:44,IP Address,100,251,TRUE,12/20/24 22:44,,,,,anonymous,EN,,,,,,,,,0,0,0,0,,,,,26,8,10,53,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,35,30,50,45,,,,,,,,,,,,,,,,,0,0,0,0,81,90,91,86,,,,,,,,,,,,,8,7,49,7,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,steal the wallet of someone else,bribe the security,,steal all of the food and water,,,call emergency services,,get her arm stuck in solidarity,grab Maria and hold her,,buy half of the tickets himself,,,ask her boyfriend to help her babysit
12/20/24 22:39,12/20/24 22:44,IP Address,100,327,TRUE,12/20/24 22:44,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,81,84,100,85,,,,,0,3,0,0,,,,,,,,,0,18,53,31,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,65,3,51,,,,,100,100,100,100,,,,,,,,,,,,,0,3,100,0,,,,,,,,,,,,,,,,,,,,,50,96,100,100,,,,,,,,,,request supplies to be airdropped,steal all of the food and water,call the police,,,pretend to be dead,yell at Todd for getting stuck,tell the man to leave,,buy half of the tickets himself,,,ask her boyfriend to postpone the dinner to next week
12/20/24 22:41,12/20/24 22:45,IP Address,100,194,TRUE,12/20/24 22:45,,,,,anonymous,EN,,,,,39,59,39,46,,,,,,,,,,,,,,,,,,,,,49,55,60,40,,,,,,,,,60,44,50,39,,,,,,,,,55,61,39,50,,,,,,,,,,,,,60,35,28,35,,,,,,,,,,,,,,,,,,,,,45,69,39,47,,,,,,,,,45,40,54,43,,,,,66,40,50,58,,,,,,,,,,,,,,,,,,,try to convince a passing driver to trade cars,,,sell all the food to the highest bidder,,stare intently and try to read his mind,call her a cab,,call the park rangers,,,call a locksmith,,hold on to the original flight route,check through surveillance footage,
12/20/24 22:43,12/20/24 22:47,IP Address,100,200,TRUE,12/20/24 22:47,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,,,,,,,,,,,,,0,30,100,43,,,,,,,,,0,1,1,1,2,18,47,21,,,,,,,,,,,,,,,,,63,61,100,72,,,,,34,50,62,50,,,,,,,,,,,,,6,56,52,41,0,56,4,45,,,,,,,,,,,,,,,,,,,,,,,boost morale with a three-legged race,,take her to his house but no further,light a fire under the car,make loud noises,,call others for help,find other people to help him ram the door,,call his mum,just conclude that it's the restaurant owner's own fault,
12/20/24 22:43,12/20/24 22:48,IP Address,100,255,TRUE,12/20/24 22:48,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,63,66,79,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25,98,38,,,,,,,,,,,,,30,53,53,24,,,,,,,,,,,,,74,95,100,91,,,,,10,50,6,17,8,50,40,18,,,,,0,7,0,0,,,,,0,41,0,26,,,,,,,,,,,,,,,,,,,,,try to find the backstage entrance,,,,call her a cab,,start to dance,,grab Maria and hold her,slide some dog treats underneath the door,lie to people that the tickets are for a charity event for children in need,set the plane on autopilot and jump off with a parachute,just conclude that it's the restaurant owner's own fault,
12/20/24 22:43,12/20/24 22:48,IP Address,100,313,TRUE,12/20/24 22:48,,,,,anonymous,EN,34,100,100,100,,,,,,,,,0,30,100,22,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,17,49,23,37,56,68,63,,,,,,,,,,,,,,,,,,,,,0,49,100,87,,,,,,,,,74,82,88,83,,,,,,,,,18,19,93,5,,,,,,,,,,,call a taxi,send an Uber driver to pick up her wallet and ID,,,,tackle him and hold him down,,,use a loud whistle,leave Todd to save herself,,,ask people to donate the remaining money,just start to descend and hope to land on water,,take the kids to the restaurant
12/20/24 22:37,12/20/24 22:49,IP Address,100,736,TRUE,12/20/24 22:49,,,,,anonymous,EN,100,100,100,100,,,,,,,,,50,50,50,49,0,50,39,76,,,,,,,,,,,,,,,,,0,100,0,0,,,,,100,50,100,100,,,,,,,,,,,,,81,84,77,88,46,49,48,47,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,call a taxi,wait at her car in case her friend is looking for her,bribe the security,,throw away all of the food,make cat noises at him until he leaves,,check that the doors are locked,pretend to be dead,hike until she finds cell service,,,,,,
12/20/24 22:43,12/20/24 22:51,IP Address,100,454,TRUE,12/20/24 22:51,,,,,anonymous,EN,,,,,3,23,4,3,64,70,67,76,,,,,,,,,,,,,,,,,88,82,82,90,,,,,71,71,80,63,,,,,71,49,65,65,,,,,,,,,0,22,0,0,,,,,,,,,,,,,,,,,25,39,3,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,43,35,,,,,,,,,,,demand that the airline delays the flight,call the gym,,ration their food,try to find enough dry wood to start a fire,keep an eye on him,,slash the tires,,yell at Todd for getting stuck,,,,,,agree to babysit Ben's kids and be late to the dinner
12/20/24 22:44,12/20/24 22:51,IP Address,100,416,TRUE,12/20/24 22:51,,,,,anonymous,EN,24,28,77,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,30,85,100,71,,,,,,,,,,,,,,,,,0,0,50,0,,,,,0,0,0,0,,,,,100,86,100,100,,,,,,,,,,,,,,,,,1,13,13,20,,,,,,,,,,,,,,,,,,,,,0,18,0,27,,,,,,,take a public bus,,,,throw away all of the food,call the police,,,start to dance,yell at Todd for getting stuck,tell the man to leave,,offer a free drink for everyone who buys a ticket,,,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/20/24 22:42,12/20/24 22:52,IP Address,100,580,TRUE,12/20/24 22:52,,,,,anonymous,EN,,,,,12,15,4,30,,,,,,,,,70,49,84,55,,,,,,,,,,,,,,,,,64,76,88,84,,,,,86,89,84,94,,,,,,,,,,,,,,,,,14,58,68,47,,,,,18,5,2,18,,,,,,,,,,,,,,,,,,,,,,,,,4,62,7,28,,,,,,,,,,,,,83,84,99,90,,,,,,,,,,,,,,,demand that the airline delays the flight,,give her ticket to Ted,,huddle to conserve energy,keep an eye on him,,,hide behind some bushes,leave Todd to save herself,,,offer a free drink for everyone who buys a ticket,,check for ignition devices,
12/20/24 22:41,12/20/24 22:52,IP Address,100,673,TRUE,12/20/24 22:52,,,,,anonymous,EN,100,100,100,100,,,,,,,,,,,,,47,48,51,45,,,,,,,,,79,50,52,53,,,,,,,,,100,100,100,100,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,take a public bus,,pretend that they are family members of the band to get into the venue,throw disobedient passengers off the boat,,wave to the parents,turn invisible,,,saw Todd's arm off,,,rob a bank,,,tie the kids up in their room and join the dinner
12/20/24 22:42,12/20/24 22:52,IP Address,100,620,TRUE,12/20/24 22:52,,,,,anonymous,EN,,,,,,,,,,,,,25,20,24,29,,,,,,,,,76,71,70,73,,,,,,,,,,,,,,,,,,,,,50,60,61,42,,,,,,,,,86,80,86,87,,,,,,,,,,,,,,,,,87,88,88,88,,,,,28,29,22,23,,,,,,,,,,,,,89,85,88,88,,,,,,,,,,,,,,,,,18,49,39,31,,,,,,,,create a fake membership pass with an editing tool on her phone,,organize a few fishing crews to go out on their own,,,yell in gibberish until she leaves,pour water on the car to cool it,,,tell the man to leave,call the family to tell them he can't dogsit anymore,,send an emergency call,,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/20/24 22:43,12/20/24 22:55,IP Address,100,702,TRUE,12/20/24 22:55,,,,,anonymous,EN,,,,,,,,,88,92,98,94,,,,,,,,,23,66,16,35,,,,,0,0,0,0,,,,,82,70,88,77,,,,,,,,,,,,,,,,,0,3,0,2,,,,,,,,,,,,,,,,,35,60,64,62,12,25,31,24,,,,,,,,,19,12,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text her friend to wait for her,pretend that they are family members of the band to get into the venue,serve engine fuel to the passengers,attempt to search for a water source,,,slash the tires,,give Todd her water,try to buy Maria candy at a store nearby,find other people to help him ram the door,,,,
12/20/24 22:38,12/20/24 22:55,IP Address,100,1069,TRUE,12/20/24 22:55,,,,,anonymous,EN,,,,,,,,,100,100,100,100,,,,,,,,,,,,,0,0,0,0,,,,,19,8,50,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,100,100,,,,,,,,,3,50,40,40,,,,,0,3,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,50,50,8,0,,,,,,,,,,,,text her friend to wait for her,,serve engine fuel to the passengers,huddle to conserve energy,,,,hide behind some bushes,,try to buy Maria candy at a store nearby,break a window and climb into the house,sell his wedding ring to earn the remaining amount,,,take the kids to the restaurant
12/20/24 22:44,12/20/24 22:58,IP Address,100,856,TRUE,12/20/24 22:58,,,,,anonymous,EN,,,,,,,,,,,,,,,,,11,8,15,12,,,,,,,,,,,,,,,,,28,56,91,71,,,,,,,,,0,14,0,0,,,,,12,27,85,52,,,,,,,,,40,71,96,93,,,,,,,,,,,,,,,,,10,10,21,8,,,,,,,,,,,,,13,36,92,59,,,,,,,,,40,64,97,100,,,,,,,,,,,,,,,,,try to dress up as venue staff,,attempt to search for a water source,,steal whatever she has on her,ask to use the mall’s loudspeaker,use a loud whistle,,,break a window and climb into the house,,turn the plane around,talk to witnesses,
